OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
160223,04092015904,WHOLE FOODS #10338 PREPARED FOODS,8710 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 354-0350,2011-03-11T00:00:00.000Z,Restaurant,19569,-78.65023656,35.89889154,M
160224,04092017860,Poke Burri Raleigh,6613 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 615-4016,2018-05-14T00:00:00.000Z,Restaurant,18586,-78.62444941,35.87396756,M
160225,04092016009,STARBUCKS #16019,9441 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 845-4566,2011-09-23T00:00:00.000Z,Restaurant,14191,-78.65442873,35.90093926,M
160226,04092017844,Manhattan Pizza,9660-133 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 847-3995,2018-05-02T00:00:00.000Z,Restaurant,7732,-78.60229361,35.90546933,M
160227,04092160066,THE CYPRESS OF RALEIGH KITCHEN,8710 CYPRESS CLUB DR ,,RALEIGH,NC,27615,(919) 870-9007,2008-06-20T00:00:00.000Z,Institutional Food Service,9597,-78.66056363,35.90013964,M
160228,04092016743,McDonald's #34347,9698 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 845-5502,2014-08-28T00:00:00.000Z,Restaurant,19542,-78.60134346,35.90639988,M
160229,04092030249,RED HOT & BLUE (WCID #474),6615 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 846-7427,2013-05-07T00:00:00.000Z,Mobile Food Units,7743,-78.62444941,35.87396756,M
160230,04092018115,The Lost Cajun Restaurant - Bent Tree Plaza,7901 FALLS OF NEUSE RD,121,RALEIGH,NC,27615,(919) 267-3126,2019-06-13T00:00:00.000Z,Restaurant,14559,-78.62784692,35.89352061,M
160231,04092025289,Food Lion #2244 Produce,7905 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 847-8159,2019-10-29T00:00:00.000Z,Food Stand,14206,-78.62699996,35.89304166,M
160232,04092015281,Zaxby's,8812 HARVEST OAKS  DR ,,RALEIGH,NC,27615,(919) 847-8151,2008-11-07T00:00:00.000Z,Restaurant,9561,-78.65754379,35.90324644,M
160233,04092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011-03-11T00:00:00.000Z,Meat Market,10976,-78.65023656,35.89889154,M
160234,04092016217,HARRIS TEETER #136 DELI,9600 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 676-6614,2012-07-02T00:00:00.000Z,Restaurant,5726,-78.60015155,35.90522894,M
160235,04092014259,Red Hot & Blue,6615 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 846-7427,2005-03-01T00:00:00.000Z,Restaurant,17872,-78.62444941,35.87396756,M
160236,04092013864,Moe's Southwest Grill,6679 Falls Of Neuse RD ,,RALEIGH,NC,27615,(919) 846-9274,2003-07-29T00:00:00.000Z,Restaurant,19504,-78.62444941,35.87396756,M
160237,04092025156,Juice-Keys #2,8490-102 Honeycutt RD ,,RALEIGH,NC,27615,(919) 710-1109,2017-12-01T00:00:00.000Z,Food Stand,11629,-78.62256915,35.89582329,M
160238,04092017671,CHRONIC TACOS OLIVE PARK,9424 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,,2017-08-16T00:00:00.000Z,Restaurant,11660,-78.60286042,35.90143714,M
160239,04092050024,Chesterbrook Academy #1122 Foodservice,10200 Strickland Rd ,,RALEIGH,NC,27615,(919) 847-3120,2004-03-05T00:00:00.000Z,Private School Lunchrooms,8591,-78.66578474,35.90337741,M
160240,04092017732,PAPAS PIZZA AND SUBS,7713 LEAD MINE RD ,SUITE 45,RALEIGH,NC,27615,(919) 847-8777,2017-11-20T00:00:00.000Z,Restaurant,11696,-78.66044244,35.88617531,T
160241,04092017193,CRAFTY BEER SHOP,8450 HONEYCUTT RD ,Suite 108,RALEIGH,NC,27615,(919) 703-0874,2016-04-05T00:00:00.000Z,Restaurant,7812,-78.62166097,35.89510574,M
160242,04092021702,HARRIS TEETER #136 PRODUCE,9600 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 676-6614,2012-03-09T00:00:00.000Z,Food Stand,5862,-78.60015155,35.90522894,M
160243,04092021656,WHOLE FOODS #10338 SEAFOOD,8710 SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011-03-11T00:00:00.000Z,Food Stand,8423,-78.65023656,35.89889154,M
160244,04092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004-05-04T00:00:00.000Z,Restaurant,4955,-78.62697433,35.89197359,M
160245,04092017245,SALVIO'S PIZZERIA,6325 FALLS OF NEUSE RD ,STE 69,RALEIGH,NC,27615,(919) 981-5678,2016-06-22T00:00:00.000Z,Restaurant,18700,-78.62251606,35.86922851,M
160246,04092021888,LOWES FOODS #191 BEEF SHOP,9600 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 847-5661,2015-10-02T00:00:00.000Z,Food Stand,9418,-78.65568292,35.90277448,M
160247,04092016513,SUBWAY #59146,8320 LITCHFORD RD ,,RALEIGH,NC,27615,(919) 977-0441,2013-09-30T00:00:00.000Z,Restaurant,20377,-78.59988229,35.89223772,M
160248,04092030280,THE WANDERING MOOSE (WCID #533),8320-108 Litchford  RD ,,RALEIGH,NC,27615,(252) 327-2445,2015-04-17T00:00:00.000Z,Mobile Food Units,21652,-78.60100965,35.89311432,M
160249,04092016744,McDonald's #5651,8305 Creedmoor  RD ,,RALEIGH,NC,27615,(919) 847-8111,2014-08-29T00:00:00.000Z,Restaurant,15555,-78.68140591,35.9003565,M
160250,04092030287,FLATTZ (WCID #538),9420 FORUM DR ,SUITE 111,RALEIGH,NC,27615,(919) 457-6200,2015-08-25T00:00:00.000Z,Mobile Food Units,13646,-78.65461141,35.89932701,M
160251,04092018222,Harris Teeter #136 Starbucks,9600 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 676-6614,2019-11-07T00:00:00.000Z,Restaurant,15256,-78.60015155,35.90522894,M
160252,04092016369,SHISH KABOB SIX FORKS STATION,8711 SIX FORKS RD ,STE 102,RALEIGH,NC,27615,(919) 846-3600,2013-02-07T00:00:00.000Z,Restaurant,12689,-78.65461141,35.89932701,M
160253,04092016773,CHIPOTLE #2066,9504 STRICKLAND ROAD,,RALEIGH,NC,27615,(919) 322-3259,2014-09-30T00:00:00.000Z,Restaurant,17930,-78.65494139,35.90183768,M
160254,04092016925,COMPASS ROSE BREWERY,3201 NORTHSIDE DR ,,RALEIGH,NC,27615,(919) 875-5683,2015-05-01T00:00:00.000Z,Restaurant,17484,-78.58271228,35.88393511,M
160255,04092030339,THE COW AND THE OAK (WCID # 535),8320-108 Litchford RD ,,RALEIGH,NC,27615,(252) 327-2445,2017-06-26T00:00:00.000Z,Mobile Food Units,11162,-78.60100965,35.89311432,M
160256,04092016884,Mi Cancun,6675-105 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 977-3355,2015-02-16T00:00:00.000Z,Restaurant,16370,-78.6231327,35.87483802,M
160257,04092010870,Taylor's Convenience Store,10005 SIX FORKS RD ,,RALEIGH,NC,27615-1636,(919) 847-3069,1992-01-17T00:00:00.000Z,Restaurant,632,-78.65047039,35.91579035,M
160258,04092013210,Salsa Fresh Restaurant,9650 STRICKLAND RD ,,RALEIGH,NC,27615-1902,(919) 870-1107,2000-09-25T00:00:00.000Z,Restaurant,7191,-78.65677159,35.90420107,T
160259,04092110107,Baileywick Elem Sch. Cafet.,9425 BAILEYWICK RD ,,RALEIGH,NC,27615-1912,(919) 518-0100,1997-03-07T00:00:00.000Z,Public School Lunchrooms,7236,-78.66473135,35.90916753,M
160260,04092011561,Boston Market,9500 STRICKLAND RD,,RALEIGH,NC,27615-1935,,1994-09-22T00:00:00.000Z,Restaurant,10580,-78.65420911,35.90168214,M
160261,04092300150,Food Lion #1374 Meat Market,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000-07-01T00:00:00.000Z,Meat Market,6646,-78.65461141,35.89932701,M
160262,04092020967,Food Lion #1374 Deli ,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000-07-01T00:00:00.000Z,Food Stand,2379,-78.65461141,35.89932701,M
160263,04092021032,Lowes Foods #191 Deli,9600 STRICKLAND RD ,,RALEIGH,NC,27615-1937,(919) 847-5661,2000-08-01T00:00:00.000Z,Food Stand,9277,-78.65568292,35.90277448,M
160264,04092011875,Goodberry's,9700 STRICKLAND RD,,RALEIGH,NC,27615-1939,(919) 676-8580,1996-05-17T00:00:00.000Z,Restaurant,1025,-78.65695874,35.90221401,M
160265,04092012818,Rudino's Pizza & Grinders,8800 HARVEST OAKS DR,STE 102,RALEIGH,NC,27615-2075,(919) 848-8899,1998-10-21T00:00:00.000Z,Restaurant,5319,-78.65760185,35.90264181,M
160266,04092300166,Food Lion #572 Meat Market ,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,,2000-07-01T00:00:00.000Z,Meat Market,7633,-78.60100965,35.89311432,M
160267,04092020995,Food Lion #572 Deli,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,(919) 790-8146,2000-07-01T00:00:00.000Z,Food Stand,3904,-78.60100965,35.89311432,M
160268,04092013496,Starbucks #8495,9630-101 FALLS OF NEUSE RD,,RALEIGH,NC,27615-2472,(919) 847-1363,2002-01-14T00:00:00.000Z,Restaurant,15079,-78.60240848,35.90512634,M
160269,04092017035,NINA'S RISTORANTE,8801 LEADMINE RD ,,RALEIGH,NC,27615-2722,(919) 845-1122,2015-10-05T00:00:00.000Z,Restaurant,9300,-78.65724665,35.90519757,M
160270,04092110016,Leadmine Elementary Cafeteria,8301 OLD LEAD MINE RD ,,RALEIGH,NC,27615-2930,(919) 870-4126,1991-09-17T00:00:00.000Z,Public School Lunchrooms,1015,-78.65713584,35.89159018,M
160271,04092010495,Milton's Pizza House,8853 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 847-0604,1991-05-09T00:00:00.000Z,Restaurant,4971,-78.65209389,35.90049904,M
160272,04092011784,Taco Bell,8801 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 870-9107,1995-12-05T00:00:00.000Z,Restaurant,3946,-78.65211984,35.89979375,M
160273,04092011781,"Zest, Inc",8831 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 848-4792,1995-11-30T00:00:00.000Z,Restaurant,2421,-78.65190007,35.9001152,M
160274,04092012900,Los Tres Vaqueros,7909-109 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3348,(919) 846-6666,1999-03-26T00:00:00.000Z,Restaurant,4974,-78.62697433,35.89197359,M
160275,04092013597,Tookie's,8105 FALLS OF NEUSE RD,,RALEIGH,NC,27615-3412,(919) 846-6383,2002-06-25T00:00:00.000Z,Restaurant,2795,-78.62373327,35.89435893,M
160276,04092013482,The Piper's Tavern,8304 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3416,(919) 676-7413,2002-01-02T00:00:00.000Z,Restaurant,1899,-78.61981562,35.89456739,M
160277,04092021950,KANGAROO EXPRESS #2720869,8500 HARPS MILL RD ,,RALEIGH,NC,27615-3834,(919) 872-0614,2016-03-16T00:00:00.000Z,Food Stand,8056,-78.60165311,35.89132184,M
160278,04092040377,Altaif's Hot Dogs #2 (WCID #740),3200 GRESHAM LAKE RD,Suite 117,RALEIGH,NC,27615-4240,(919) 271-9141,2019-09-19T00:00:00.000Z,Pushcarts,21023,-78.58228759,35.88437165,M
160279,04092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,2001-07-06T00:00:00.000Z,Restaurant,4173,-78.67552225,35.88395957,M
160280,04092015871,IMPERIAL GARDEN CHINESE RESTAURANT,7713 LEAD MINE RD ,STE 15,RALEIGH,NC,27615-4805,(919) 846-1988,2011-01-27T00:00:00.000Z,Restaurant,13634,-78.66044244,35.88617531,T
160281,04092300148,Food Lion #1481 Meat Market ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000-07-01T00:00:00.000Z,Meat Market,6645,-78.66044244,35.88617531,T
160282,04092020964,Food Lion #1481 Deli ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000-07-01T00:00:00.000Z,Food Stand,6495,-78.66044244,35.88617531,T
160283,04092013106,Sawmill Tap Room,7701 LEAD MINE RD,,RALEIGH,NC,27615-4829,(919) 845-7889,2000-01-14T00:00:00.000Z,Restaurant,4437,-78.66032463,35.88500866,M
160284,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993-11-10T00:00:00.000Z,Private School Lunchrooms,5711,-78.63135227,35.88450956,M
160285,04092110537,North Ridge Elementary School Cafeteria,7120 HARPS MILL RD,,RALEIGH,NC,27615-5322,,2019-08-14T00:00:00.000Z,Public School Lunchrooms,17245,-78.62266331,35.88122394,M
160286,04092017103,CHICK-FIL-A #792,6701 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-5373,,2015-12-07T00:00:00.000Z,Restaurant,20902,-78.62404244,35.87534331,M
160287,04092021670,DOMINO'S #5504,7315 SIX FORKS RD,,RALEIGH,NC,27615-6162,(919) 847-8855,2011-04-27T00:00:00.000Z,Food Stand,14522,-78.64725808,35.88069032,M
160288,04092012304,Tokyo House,7439 SIX FORKS RD ,,RALEIGH,NC,27615-6164,(919) 848-3350,1998-09-22T00:00:00.000Z,Restaurant,1018,-78.64725808,35.88069032,M
160289,04092010075,Boondinis,7403 SIX FORKS RD,,RALEIGH,NC,27615-6164,(919) 848-2487,1991-04-29T00:00:00.000Z,Restaurant,5086,-78.64725808,35.88069032,M
160290,04092010827,Winston's Grille,6401 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-6812,(919) 790-0700,1991-05-08T00:00:00.000Z,Restaurant,1345,-78.62163029,35.86964663,M
160291,04092021056,Cook Out #13,6505 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-6814,(919) 862-8830,2001-02-23T00:00:00.000Z,Food Stand,760,-78.62236608,35.87164952,M
160292,04092110057,Millbrook Sr. High Cafeteria,2201 SPRING FOREST RD ,,RALEIGH,NC,27615-7536,(919) 850-8796,1991-09-17T00:00:00.000Z,Public School Lunchrooms,5068,-78.60300107,35.86585561,M
160293,04092010302,GOODBERRY'S #6,2421 Spring Forest Rd,,RALEIGH,NC,27615-7540,(919) 878-8159,1991-05-02T00:00:00.000Z,Restaurant,13779,-78.59868826,35.86084859,M
160294,04092022020,Harris Teeter #304 Meat/Seafood,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017-07-13T00:00:00.000Z,Food Stand,17814,-78.78791806,35.91890975,M
160295,04092110519,RIVER BEND MIDDLE SCHOOL CAFETERIA,6620 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 694-8690,2017-06-23T00:00:00.000Z,Public School Lunchrooms,10980,-78.5367644,35.86154762,M
160296,04092021343,Lowes Foods #224 Beef Shop,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(336) 659-0180,2005-08-15T00:00:00.000Z,Food Stand,10962,-78.78577668,35.91011447,M
160297,04092021348,Lowes Foods #224 Produce,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005-08-15T00:00:00.000Z,Food Stand,10961,-78.78577668,35.91011447,M
160298,04092030205,BIG AL'S BBQ & CATERING SERVICES (WCID #351),2920  Forestville RD ,Suite 150,RALEIGH,NC,27616,(919) 217-0653,2009-02-03T00:00:00.000Z,Mobile Food Units,10737,-78.50930992,35.89359383,M
160299,04092014407,Subway,6320 Capital Blvd,,RALEIGH,NC,27616,(919) 878-1777,2005-09-28T00:00:00.000Z,Restaurant,10609,-78.57847002,35.87073633,M
160300,04092021754,TEAM BEVERAGE,6901 LOUISBURG  RD ,,RALEIGH,NC,27616,(919) 876-4400,2013-08-27T00:00:00.000Z,Food Stand,18183,-78.5458904,35.86930778,M
160301,04092300280,THE KOLA NUT,5540-105 ATLANTIC SPRINGS  RD ,,RALEIGH,NC,27616,(919) 977-6747,2017-03-27T00:00:00.000Z,Meat Market,10478,-78.59664816,35.85828657,M
160302,04092021893,FOOD LION #1654 PRODUCE,7440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 875-1394,2015-10-21T00:00:00.000Z,Food Stand,10309,-78.53977,35.87454018,M
160303,04092018085,Treeo Senior Living Foodservice,2722 Spring Forest RD ,,RALEIGH,NC,27616,(919) 863-7770,2019-04-05T00:00:00.000Z,Restaurant,18275,-78.59543318,35.85753852,M
160304,04092025182,Sbarro #1097,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 299-9503,2018-05-25T00:00:00.000Z,Food Stand,9953,-78.57603863,35.86599856,M
160305,04092021860,LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-1031,2015-07-23T00:00:00.000Z,Food Stand,9831,-78.50930992,35.89359383,M
160306,04092017336,GREENWAY BEER AND WINE,7530 RAMBLE WAY ,SUITE 103,RALEIGH,NC,27616,(919) 803-6920,2016-09-27T00:00:00.000Z,Restaurant,18465,-78.537511,35.87630713,M
160307,04092017523,SHEETZ #620,7513 RAMBLE WAY ,,RALEIGH,NC,27616,(919) 239-4746,2017-02-09T00:00:00.000Z,Restaurant,18494,-78.53896226,35.87590197,M
160308,04092017646,SAN JUAN MEXICAN RESTAURANT ,3501 FORESTVILLE RD ,,RALEIGH,NC,27616,(919) 217-7918,2017-07-26T00:00:00.000Z,Restaurant,14127,-78.50942512,35.88257697,M
160309,04092015091,BRUEGGERS BAGELS #101,2231 AVENT FERRY RD ,,RALEIGH,NC,27616,(919) 828-1416,2008-04-03T00:00:00.000Z,Restaurant,9769,-78.67605091,35.77835817,M
160310,04092016694,STARBUCKS #21218,5100 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 713-2135,2014-05-21T00:00:00.000Z,Restaurant,18554,-78.58044824,35.85561749,M
160311,04092015676,ROADRUNNERS PIZZA,8420-120 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-7606,2010-07-23T00:00:00.000Z,Restaurant,12750,-78.51092096,35.89413592,M
160312,04092017645,Harris Teeter #304 Wine Bar,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017-07-13T00:00:00.000Z,Restaurant,14225,-78.78791806,35.91890975,M
160313,04092016983,BAR LOUIE,8401 BRIER CREEK PKY ,,RALEIGH,NC,27616,(919) 908-2530,2015-07-24T00:00:00.000Z,Restaurant,18654,-78.78506033,35.90721817,M
160314,04092014448,Fu Kee Express,6320 Capital Blv,,RALEIGH,NC,27616,(919) 872-2661,2005-12-01T00:00:00.000Z,Restaurant,9448,-78.57847002,35.87073633,M
160315,04092017754,Red Bowl Asian Bistro,6360 PLANTATION CENTER  DR ,,RALEIGH,NC,27616,(919) 790-9222,2017-12-14T00:00:00.000Z,Restaurant,9397,-78.58237548,35.87315637,M
160316,04092018019,Domino's #5561,5950-103 Poyner Village PKY ,,RALEIGH,NC,27616,(984) 242-4471,2019-01-03T00:00:00.000Z,Restaurant,9093,-78.57016713,35.86511257,M
160317,04092021912,FOOD LION #1079 PRODUCE,5621 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 981-0402,2015-11-18T00:00:00.000Z,Food Stand,18863,-78.55796888,35.85459972,M
160318,04092016508,PETRA  GRILL,6091 CAPITAL BLVD ,,RALEIGH,NC,27616,(984) 200-2009,2013-09-13T00:00:00.000Z,Restaurant,14434,-78.58309511,35.86882022,M
160319,04092110460,Harris Creek Elem. School Lunchroom,3829 Forestville RD ,,RALEIGH,NC,27616,(919) 217-5100 ext. 24410,2006-08-18T00:00:00.000Z,Public School Lunchrooms,8873,-78.51201394,35.87304102,M
160320,04092025263,Oriental Pho,5959 TRIANGLE TOWN BLVD,1116,RALEIGH,NC,27616,(919) 449-0807,2019-06-12T00:00:00.000Z,Restaurant,9898,-78.57603863,35.86599856,M
160321,04092016636,TORERO'S MEXICAN RESTAURANT,3002 LELAND DR ,,RALEIGH,NC,27616,(919) 217-7883,2014-02-28T00:00:00.000Z,Restaurant,14569,-78.51241088,35.89258287,M
160322,04092015715,MCDONALD'S #7811,6250 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 878-5907,2010-09-09T00:00:00.000Z,Restaurant,19083,-78.58011489,35.87020114,M
160323,04092015532,CRAZY FIRE MONGOLIAN GRILL,3611 SPRING FOREST RD ,STE. 100,RALEIGH,NC,27616,(919) 872-3575,2009-12-16T00:00:00.000Z,Restaurant,19302,-78.57981091,35.85591049,M
160324,04092021744,LITTLE TOKYO,5959 TRIANGLE TOWN BLVD ,FC 1132,RALEIGH,NC,27616,(919) 792-0111,2013-05-28T00:00:00.000Z,Food Stand,7923,-78.57603863,35.86599856,M
160325,04092021216,Super Target Store T1826 (Deli),7900 Old Wake Forest Rd,,RALEIGH,NC,27616,(919) 790-1024,2003-09-03T00:00:00.000Z,Food Stand,19431,-78.56814184,35.8662603,M
160326,04092110476,RIVER BEND ELEMENTARY CAFETERIA,6710 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 431-8010 ext. 25509,2008-12-03T00:00:00.000Z,Public School Lunchrooms,7835,-78.53592651,35.86465714,M
160327,04092016861,CHIPOTLE #2386,6081  CAPITAL  BLVD ,,RALEIGH,NC,27616,(919) 322-3259,2015-01-13T00:00:00.000Z,Restaurant,14815,-78.58309511,35.86882022,M
160328,04092021750,CHARLEY'S PHILLY STEAKS # 789,5959 TRIANGLE TOWN  BLVD ,STE 1124,RALEIGH,NC,27616,(919) 792-2206,2013-08-07T00:00:00.000Z,Food Stand,7727,-78.57603863,35.86599856,M
160329,04092025163,Rocky Top Catering,500 Departure DR ,,RALEIGH,NC,27616,(919) 829-3771,2018-02-27T00:00:00.000Z,Food Stand,7564,0,0,U
160330,04092015181,JUMBO CHINA,3111 LELAND DR ,STE 100,RALEIGH,NC,27616,(919) 266-2388,2008-07-24T00:00:00.000Z,Restaurant,19742,-78.50930992,35.89359383,M
160331,04092016510,COURTYARD BISTRO,3401 SUMNER BLVD ,,RALEIGH,NC,27616,(919) 645-0088,2013-09-19T00:00:00.000Z,Restaurant,7397,-78.58017989,35.86693412,M
160332,04092017757,Michael's English Muffins,3611-114 Spring Forest RD ,,RALEIGH,NC,27616,(919) 615-0319,2017-12-15T00:00:00.000Z,Restaurant,7190,-78.57985951,35.8552556,M
160333,04092021142,Sino Wok,5959-1108 Triangle Town Blv ,,RALEIGH,NC,27616,(919) 792-2499,2002-08-19T00:00:00.000Z,Food Stand,7161,-78.57159163,35.86546307,M
160334,04092015296,ROMANOS MACARONI GRILL,3421 SUMNER BLVD ,,RALEIGH,NC,27616,(919) 792-2515,2008-12-03T00:00:00.000Z,Restaurant,6996,-78.57603863,35.86599856,M
160335,04092013894,Super Target Store T1826 (Food Ave),7900 Old Wake Forest Rd ,,RALEIGH,NC,27616,(919) 790-1024,2003-09-03T00:00:00.000Z,Restaurant,20223,-78.56814184,35.8662603,M
160336,04092025248,Steve's Place,6320 Capital  BLVD ,,RALEIGH,NC,27616,(919) 872-2222,2019-05-01T00:00:00.000Z,Food Stand,20340,-78.57847002,35.87073633,M
160337,04092015099,Subway #41217,8410-140 Louisburg RD ,,RALEIGH,NC,27616,(919) 266-0300,2008-03-25T00:00:00.000Z,Restaurant,5914,-78.51125194,35.89400635,M
160338,04092022030,AUNTIE ANNE'S NC #111,5959 TRIANGLE TOWN BLVD ,STE EU-2133,RALEIGH,NC,27616,(919) 792-2548,2017-08-30T00:00:00.000Z,Food Stand,20376,-78.57603863,35.86599856,M
160339,04092017526,TACO BELL #320555,8470 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 703-0259,2017-02-17T00:00:00.000Z,Restaurant,5681,-78.50930992,35.89359383,M
160340,04092021477,Lowes Foods #226 Deli,8440 louisburg rd,,RALEIGH,NC,27616,(919) 266-1031,2007-09-14T00:00:00.000Z,Food Stand,5600,-78.50930992,35.89359383,M
160341,04092015374,Shane's Rib Shack #55,5811 POYNER VILLAGE PKY ,SUITE 101,RALEIGH,NC,27616,(919) 850-9900,2009-04-15T00:00:00.000Z,Restaurant,15455,-78.56916648,35.86464286,M
160342,04092021874,CHICK-FIL-A #1466,5959 TRIANGLE TOWN BLVD ,FC 1104,RALEIGH,NC,27616,(919) 792-2214,2015-09-15T00:00:00.000Z,Food Stand,15460,-78.57603863,35.86599856,M
160343,04092016144,PANERA BREAD #1648,6123 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 865-1965,2012-03-28T00:00:00.000Z,Restaurant,20700,-78.58309511,35.86882022,M
160344,04092016070,BIG AL'S BBQ,2920 FORESTVILLE  RD ,STE 150,RALEIGH,NC,27616,(919) 217-0653,2011-12-16T00:00:00.000Z,Restaurant,15583,-78.50930992,35.89359383,M
160345,04092017821,"Hwy. 55 Burgers, Shakes & Fries #185",8450 Louisburg RD ,Suite 110,RALEIGH,NC,27616,(919) 373-8807,2018-04-06T00:00:00.000Z,Restaurant,15596,-78.50930992,35.89359383,M
160346,04092014443,Dominic's NY Pizzeria,5911 Poyner Village Pkwy,,RALEIGH,NC,27616,(919) 878-7782,2005-12-02T00:00:00.000Z,Restaurant,20893,-78.57019406,35.86437434,M
160347,04092015308,HILTON GARDEN INN RESTAURANT,6412 CAPITAL  BLVD ,,RALEIGH,NC,27616,(919) 876-5650,2008-12-19T00:00:00.000Z,Restaurant,20908,-78.57788965,35.87240322,M
160348,04092014261,Sheetz #361,4801 Thorton RD,,RALEIGH,NC,27616,(919) 862-0904,2005-03-02T00:00:00.000Z,Restaurant,4279,-78.55822088,35.89881867,M
160349,04092050025,North Raleigh Christian Academy School Lunchroom,7300 Perry Creek Rd,,RALEIGH,NC,27616,(919) 573-7900,2004-03-11T00:00:00.000Z,Private School Lunchrooms,4266,-78.54259351,35.88061452,M
160350,04092021647,WALMART #4484 DELI,8031 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 424-6235,2011-01-20T00:00:00.000Z,Food Stand,3744,-78.56666533,35.86809107,M
160351,04092017608,FOGATA BRAVA MEXICAN RESTURANT,3351 CYPRESS PLANTATION TRL ,,RALEIGH,NC,27616,(919) 977-0168,2017-05-23T00:00:00.000Z,Restaurant,21264,-78.58237548,35.87315637,M
160352,04092015648,JAMAICAN GRILLE,5500 Atlantic Springs  RD ,STE 109,RALEIGH,NC,27616,(919) 873-0200,2010-06-18T00:00:00.000Z,Restaurant,3699,-78.59668856,35.85752531,M
160353,04092017810,Cafe Capistrano,"8471   Garvey  St, Ste 113",,RALEIGH,NC,27616,(919) 872-1127,2018-03-23T00:00:00.000Z,Restaurant,16021,-78.56786149,35.89607573,M
160354,04092017159,ARBY'S #6151,6308  CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 954-6185,2016-02-23T00:00:00.000Z,Restaurant,16090,-78.57917753,35.87164303,M
160355,04092110482,EAST MILLBROOK MIDDLE SCHOOL CAFETERIA,3801 SPRING FOREST RD ,,RALEIGH,NC,27616,(919) 850-8755 ext. 27354,2009-08-14T00:00:00.000Z,Public School Lunchrooms,3036,-78.57481627,35.85784609,M
160356,04092160043,Universal Health Care Of N.Ral Foodservice,5201 Clarks Fork Dr,,RALEIGH,NC,27616,(919) 872-7033,2003-07-10T00:00:00.000Z,Institutional Food Service,2933,-78.55549738,35.89053464,M
